"Id","SalePrice"
1461,116767.874978479
1462,158623.349835991
1463,172887.123009106
1464,189642.11907824
1465,191766.229678132
1466,169032.45924067
1467,179280.897770997
1468,165530.522279889
1469,181735.625229115
1470,112638.787885861
1471,181209.290794707
1472,99595.5857791323
1473,101697.080764089
1474,159209.291524645
1475,115333.749856716
1476,329737.277310149
1477,229325.670606617
1478,296892.175382178
1479,276424.36616764
1480,516504.423352973
1481,302716.845522033
1482,201440.04577452
1483,175946.658611979
1484,167985.098753943
1485,191202.755459952
1486,200227.324804026
1487,319792.33448882
1488,233478.398960331
1489,178935.03193037
1490,241094.765064095
1491,192599.323995071
1492,95303.7512460807
1493,198474.163616549
1494,298051.691867128
1495,280282.874392214
1496,239968.086889989
1497,169564.851675377
1498,158644.777584062
1499,160706.928384629
1500,154967.512211352
1501,176210.073365127
1502,153822.027071342
1503,250935.566848216
1504,229556.041752345
1505,225380.394687839
1506,182548.272948958
1507,245204.986423251
1508,189509.633808071
1509,152482.741125813
1510,139313.442296166
1511,151924.140253834
1512,175002.441468016
1513,131888.197740248
1514,155966.740959545
1515,185559.619400432
1516,144915.16188333
1517,166707.946551788
1518,136479.000009299
1519,214196.950075308
1520,121337.01758701
1521,122373.129753199
1522,176730.518010753
1523,109694.761659628
1524,107437.101641458
1525,116789.774347461
1526,98720.2412831381
1527,109859.48084174
1528,132432.057001499
1529,136688.975201481
1530,191348.99915939
1531,120648.453509857
1532,109288.809143299
1533,153198.990828726
1534,116571.389988747
1535,149609.770120071
1536,114594.115701157
1537,63705.3785410201
1538,143670.590217837
1539,178016.515202298
1540,86006.7556852212
1541,129727.325170502
1542,142048.108016861
1543,170773.945784985
1544,91052.0181281959
1545,101341.139215558
1546,140045.652420342
1547,129267.473616877
1548,122594.034586078
1549,110253.103683954
1550,144754.980025167
1551,112040.857637133
1552,143892.021031626
1553,146769.758832428
1554,121087.297407158
1555,173001.219997705
1556,88473.9525674922
1557,88835.5248838799
1558,89268.000660053
1559,80224.2027272345
1560,127910.19759971
1561,108303.507286399
1562,130224.340406909
1563,108875.410748642
1564,161000.486076471
1565,152232.102732238
1566,233382.289964062
1567,73750.1690371959
1568,248448.75968981
1569,140682.471316551
1570,141299.170373123
1571,118125.586959747
1572,140124.712612381
1573,205915.185521018
1574,113723.52909194
1575,237388.656285223
1576,258069.736757184
1577,174476.573916842
1578,138176.933519492
1579,141863.635928301
1580,186429.49848623
1581,163078.371020341
1582,126613.505437874
1583,303954.219775758
1584,228402.269876984
1585,143563.407308279
1586,75873.111937902
1587,95902.8424703405
1588,154788.201172175
1589,88486.3664441223
1590,127658.361911822
1591,99408.7413357674
1592,114914.332325432
1593,125138.37588128
1594,127787.821824884
1595,103042.448162258
1596,209338.816055716
1597,174411.667652632
1598,190485.636957995
1599,173441.922404352
1600,175378.518807694
1601,67761.4503965782
1602,117061.662006869
1603,79636.895734393
1604,260753.254711945
1605,238088.313011155
1606,167439.92948034
1607,176124.521854925
1608,214311.451487731
1609,183256.3795333
1610,155981.250478778
1611,137295.268386752
1612,179721.093164926
1613,173657.966640934
1614,130661.348548281
1615,97412.9109587925
1616,87000.6984192336
1617,101316.183638226
1618,121640.008914806
1619,145852.108947377
1620,166448.456393793
1621,135400.169431657
1622,149597.770545197
1623,278236.250683866
1624,207870.8074432
1625,105658.93239146
1626,177332.19073816
1627,185690.170305522
1628,272870.08462323
1629,171642.594391735
1630,320176.462644853
1631,186525.965286426
1632,215101.670674809
1633,173976.07354672
1634,190143.835824328
1635,179384.977306733
1636,165287.11173311
1637,188981.51950652
1638,188838.54691898
1639,179757.111230923
1640,240806.939590709
1641,176191.53055462
1642,244816.696009844
1643,225094.827110612
1644,236628.204806545
1645,253062.231819629
1646,162696.466600833
1647,153937.949741456
1648,126620.671484708
1649,139922.821812314
1650,111399.79740112
1651,125786.685428799
1652,101387.454885356
1653,103786.931105393
1654,154472.62965649
1655,142446.670816938
1656,148322.488450611
1657,151990.541645446
1658,156179.797539696
1659,116313.64027106
1660,158732.618213482
1661,495833.422837151
1662,344000.794436785
1663,357624.846129393
1664,473551.963687183
1665,296538.625174285
1666,338625.252063177
1667,351406.462121689
1668,332682.329596386
1669,287092.909533635
1670,338575.892135029
1671,265458.064560804
1672,409908.398639992
1673,287344.58358359
1674,240867.655525799
1675,202027.840083521
1676,198482.104339876
1677,209611.365797279
1678,433963.293574744
1679,369342.242700351
1680,295779.139379748
1681,250112.081436728
1682,305296.801611531
1683,191689.383689499
1684,200030.946317036
1685,188932.120154861
1686,180091.316927475
1687,181280.368269193
1688,199287.868069745
1689,202063.790152146
1690,206264.266705356
1691,191735.091306043
1692,261532.671964711
1693,172218.986893698
1694,177975.997302341
1695,165607.334096547
1696,280841.966249535
1697,163940.516970527
1698,346438.407145291
1699,358455.962896203
1700,252697.997059119
1701,258682.340586396
1702,242955.154031778
1703,260149.481596991
1704,272830.703170068
1705,236435.300996335
1706,413991.542728497
1707,201130.072209901
1708,201279.51260915
1709,250881.442643119
1710,208452.031714556
1711,267926.043178508
1712,247117.82498205
1713,274953.439389953
1714,223661.565669676
1715,198232.801335163
1716,179439.579254856
1717,178163.330175416
1718,136976.572650183
1719,202140.283824733
1720,237376.641510648
1721,169227.248018124
1722,132979.127844698
1723,163159.190764745
1724,195734.504863403
1725,235719.970961961
1726,187934.381278821
1727,158466.921549902
1728,186607.862890606
1729,159600.746257821
1730,162020.049240363
1731,118190.807179515
1732,119106.146597461
1733,107547.27879442
1734,114078.175429982
1735,138201.179879823
1736,108733.690361648
1737,326118.632273624
1738,255974.947968105
1739,238713.319787399
1740,206424.109679048
1741,183899.987364114
1742,168261.882927548
1743,186037.598187732
1744,346171.248202053
1745,203428.11369908
1746,182017.457960076
1747,226125.516359886
1748,240320.67230468
1749,150656.497518286
1750,122969.747220662
1751,252647.898877949
1752,113873.404481397
1753,146392.297224421
1754,183464.351640216
1755,167555.631874686
1756,128906.876750415
1757,115018.365900899
1758,149851.347959854
1759,156000.955637598
1760,170533.454170257
1761,145035.520427027
1762,168823.403243379
1763,169905.112471878
1764,112838.257716993
1765,169111.273288924
1766,188163.810156197
1767,232893.602485048
1768,139476.240695248
1769,169708.042542887
1770,163640.401319164
1771,109111.019381349
1772,138396.030207939
1773,133182.079849082
1774,144830.933339792
1775,136902.387031559
1776,128439.664524186
1777,99628.0050911521
1778,148568.221071045
1779,125695.887002141
1780,177370.034312333
1781,122303.010978498
1782,90387.6196782502
1783,149486.031822074
1784,107346.671148284
1785,120707.816866392
1786,144957.241618728
1787,175464.330535893
1788,63821.6603176593
1789,94860.8626759001
1790,93675.8254773289
1791,195800.534688621
1792,153329.434681273
1793,119100.483731866
1794,164873.532267365
1795,126440.556588479
1796,138126.331366408
1797,110839.694854
1798,117526.550322977
1799,103147.439157823
1800,119030.422163514
1801,136362.999222799
1802,129621.855091632
1803,147004.168305266
1804,138364.128317921
1805,134383.893721691
1806,129813.554082113
1807,132664.717461803
1808,124481.370059237
1809,128081.840061347
1810,144435.025620885
1811,76536.7707887938
1812,88417.9266723811
1813,128272.036538972
1814,94518.9322807175
1815,64362.1824147137
1816,105728.858588431
1817,115193.580332136
1818,151809.734831872
1819,134361.227466226
1820,80523.923466043
1821,104342.74826608
1822,163323.251801184
1823,55598.1522271745
1824,124192.960665032
1825,132921.436499118
1826,106515.353390477
1827,99387.3071699065
1828,132882.629227793
1829,123316.043575535
1830,147196.730106361
1831,128083.171773346
1832,76846.1118456898
1833,139038.892724672
1834,129314.702459684
1835,120372.619575263
1836,117103.168541833
1837,82769.3937293845
1838,131084.009574443
1839,98268.3117511636
1840,143531.423179039
1841,127105.442855495
1842,88613.5494790755
1843,118949.234827646
1844,133578.578644364
1845,141331.843347709
1846,141957.10342326
1847,162600.129432203
1848,52831.996550866
1849,110780.506172499
1850,115508.015901687
1851,142900.864603677
1852,124524.783533788
1853,139371.251722188
1854,162563.713808126
1855,141915.041304782
1856,229230.509446823
1857,152346.358851878
1858,138089.470662398
1859,121362.561549845
1860,157024.608359485
1861,120971.80760471
1862,324874.139693716
1863,317445.486032989
1864,317455.750567469
1865,319667.444839557
1866,325095.292296156
1867,232845.256760387
1868,287621.758463597
1869,216292.081241276
1870,214132.938421661
1871,244373.657999897
1872,188000.376452397
1873,254280.815563365
1874,147759.880786316
1875,194786.63783087
1876,189719.835092883
1877,206999.723532951
1878,199717.848549823
1879,128585.469805236
1880,124859.34634848
1881,252831.556746517
1882,244023.99227378
1883,186391.094951886
1884,198859.416641674
1885,231306.671041335
1886,275998.018541807
1887,229531.335792173
1888,279789.955660397
1889,181079.407025563
1890,119636.398023542
1891,131461.206582802
1892,105938.070796458
1893,125816.561839544
1894,130329.86947137
1895,129869.513257094
1896,129279.118174106
1897,120884.205157791
1898,121127.213265633
1899,174151.566659541
1900,142335.542418964
1901,151716.45220855
1902,135564.367049552
1903,219452.973110421
1904,132882.033808601
1905,178066.128443075
1906,121618.45502068
1907,202741.821986531
1908,113306.425434817
1909,142696.435925164
1910,127470.174023342
1911,181715.542385486
1912,312443.173111742
1913,152192.144824116
1914,77774.6196492947
1915,291571.371304241
1916,55481.7573866271
1917,226888.580930481
1918,134887.283096696
1919,175932.344873167
1920,145661.401842359
1921,387354.575234406
1922,320081.909232827
1923,240981.338748357
1924,244825.404958822
1925,196864.018599821
1926,370563.190967396
1927,132458.74540717
1928,156044.9642904
1929,116124.995315233
1930,125437.901063749
1931,138986.634042313
1932,134421.458390138
1933,190111.303757748
1934,173065.548637912
1935,169432.840775168
1936,180697.288957764
1937,174654.862014295
1938,181017.451409411
1939,222997.575419704
1940,193781.591038956
1941,164766.882812064
1942,185846.621443642
1943,215434.243858158
1944,345632.010142796
1945,371044.979642086
1946,140334.67424737
1947,297642.710364403
1948,161362.198439843
1949,249549.496945427
1950,188144.213596316
1951,250339.370382462
1952,215000.746360404
1953,176450.070011391
1954,183730.789709288
1955,130644.831145211
