"Id","SalePrice"
1461,122587.568281251
1462,155019.780532506
1463,173101.035051876
1464,182119.146336538
1465,222015.414896167
1466,165233.878655642
1467,174669.040027893
1468,162772.417755367
1469,192228.096111053
1470,133056.997216361
1471,181437.693277096
1472,97510.219720984
1473,96450.6495352677
1474,147505.441454703
1475,137578.058973604
1476,387337.258406004
1477,272374.362563464
1478,290970.557305509
1479,291618.320663206
1480,499056.29539828
1481,331315.684406125
1482,219264.565295821
1483,168460.762799648
1484,174745.545884588
1485,177674.783650262
1486,190720.061063345
1487,340668.134615173
1488,236215.508199416
1489,206521.809299237
1490,222469.072175591
1491,187838.476643917
1492,109475.100916364
1493,170119.338258691
1494,300374.059045662
1495,300924.500851839
1496,235062.254097631
1497,189282.421116904
1498,171280.846530608
1499,170712.012634871
1500,150504.114953154
1501,154249.739452818
1502,169689.768844173
1503,286819.357425356
1504,242486.429697685
1505,217491.532097535
1506,183748.16185966
1507,211727.929663913
1508,207518.966224686
1509,165311.920952602
1510,149449.879545622
1511,147740.930825006
1512,182147.714934203
1513,132566.534205898
1514,169347.932707339
1515,174702.531103502
1516,147534.53753791
1517,156906.148697893
1518,144949.244164639
1519,213581.214713282
1520,137031.188203647
1521,137031.188203647
1522,164684.658568351
1523,116147.062536281
1524,122409.93768477
1525,123158.650030622
1526,122083.502221616
1527,114294.248776603
1528,132731.294835726
1529,138712.447452358
1530,180550.566126469
1531,113235.665929742
1532,103646.786581894
1533,132793.685473128
1534,115601.501326092
1535,146542.4790658
1536,108948.813923925
1537,83431.4792290892
1538,187304.052070349
1539,235741.486687191
1540,98928.7579805645
1541,139013.535962352
1542,127501.915642257
1543,194786.265786731
1544,91448.2415145886
1545,113138.937747355
1546,121240.281140045
1547,131146.008377671
1548,132360.092226577
1549,115894.916384514
1550,132525.264971417
1551,117155.223766665
1552,141246.957100059
1553,145918.605414101
1554,110945.391591259
1555,190648.51558689
1556,107228.000721204
1557,112795.197707719
1558,102608.365348772
1559,97559.3199962251
1560,141066.749742941
1561,130913.477237682
